lon,lat,weather_id,main,description,icon,base,temp,feels_like,temp_min,temp_max,pressure,humidity,sea_level,grnd_level,visibility,wind_speed,wind_deg,wind_gust,clouds_all,dt,sys_type,sys_id,country,sunrise,sunset,timezone,city_id,city_name,cod,level
31.2357,30.0444,800,Clear,clear sky,01n,stations,300.75,299.26,298.18,302.76,1002,32,1030,1013,2129,2.68,182,19.53,36,1716342405,1,2315,EG,1716330300,1716282919,7200,3441241,Cairo,200,0
-46.6333,-23.5505,800,Clear,clear sky,01n,stations,298.1,297.76,295.76,299.01,993,34,981,936,1952,4.61,301,9.1,50,1716291647,1,3821,BR,1716324492,1716326875,-25200,5759275,S�o Paulo,200,0
151.2093,-33.8688,800,Clear,clear sky,01n,stations,298.66,295.14,297.68,299.83,1002,50,1006,989,3154,0.53,345,17.15,19,1716271577,1,2346,AU,1716286280,1716313436,19800,8789480,Sydney,200,0
31.2357,30.0444,800,Clear,clear sky,01n,stations,299.47,294.74,297.28,302.09,1024,32,993,910,5097,4.6,261,4.89,9,1716305639,1,8421,EG,1716298160,1716340674,-43200,3967337,Cairo,200,0
2.3522,48.8566,800,Clear,clear sky,01n,stations,292.72,292.13,291.01,293.4,1002,46,1027,999,8064,1.15,158,7.27,35,1716336730,1,2287,FR,1716269418,1716329691,19800,1250576,Paris,200,0
-46.6333,-23.5505,800,Clear,clear sky,01n,stations,297.19,292.94,295.49,298.05,1022,35,1003,1024,9646,0.67,317,19.55,26,1716336383,1,5809,BR,1716293303,1716303646,0,6926572,S�o Paulo,200,0
2.3522,48.8566,800,Clear,clear sky,01n,stations,294.09,291.44,292.45,294.71,1018,46,996,1006,2413,4.31,78,13.69,43,1716283448,1,8671,FR,1716313312,1716269366,0,1527568,Paris,200,0
72.8777,19.076,800,Clear,clear sky,01n,stations,300.63,298.24,299.17,303.05,1011,45,987,1002,2397,3.91,56,15.78,44,1716349315,1,3406,IN,1716323987,1716304859,-43200,1562019,Mumbai,200,0
-74.006,40.7128,800,Clear,clear sky,01n,stations,306.11,303.79,306.04,307.81,1014,21,988,939,1830,2.95,360,16.95,38,1716330251,1,4193,US,1716326958,1716333681,19800,6517936,New York,200,0
151.2093,-33.8688,800,Clear,clear sky,01n,stations,303.7,298.75,302.56,304.17,980,31,995,915,3820,0.96,163,13.8,30,1716347514,1,2506,AU,1716317896,1716318958,-43200,5769948,Sydney,200,0
151.2093,-33.8688,800,Clear,clear sky,01n,stations,294.7,293.11,293.19,295.39,1002,28,1020,1028,1674,0.38,250,11.02,85,1716303448,1,2113,AU,1716284599,1716275226,7200,1181056,Sydney,200,0
72.8777,19.076,800,Clear,clear sky,01n,stations,308.98,306.04,308.35,310.19,991,50,1004,994,1318,4.25,175,19.78,83,1716267007,1,2874,IN,1716328327,1716337414,-25200,2601006,Mumbai,200,0
-0.1278,51.5074,800,Clear,clear sky,01n,stations,300.12,298.41,298.13,301.82,1018,30,997,937,7721,0.38,6,14.47,57,1716299195,1,2057,GB,1716334759,1716330746,19800,2470147,London,200,0
-46.6333,-23.5505,800,Clear,clear sky,01n,stations,306.34,302.53,304.88,307.93,1022,34,1006,985,5074,3.01,221,17.04,96,1716303062,1,9670,BR,1716299456,1716287706,7200,9129078,S�o Paulo,200,0
-74.006,40.7128,800,Clear,clear sky,01n,stations,299.68,299.22,297.94,300.45,987,35,980,963,3734,2.29,37,3.51,42,1716304713,1,4786,US,1716331927,1716321885,19800,8657034,New York,200,0
139.6917,35.6895,800,Clear,clear sky,01n,stations,309.85,307.66,309.08,312.49,1017,46,1004,932,3140,3.11,285,4.93,2,1716308020,1,9711,JP,1716318059,1716313366,0,9718474,Tokyo,200,0
139.6917,35.6895,800,Clear,clear sky,01n,stations,303.0,299.92,301.57,303.92,999,39,1013,997,7080,0.75,132,11.91,75,1716292123,1,2271,JP,1716313429,1716305372,19800,1339336,Tokyo,200,0
18.4241,-33.9249,800,Clear,clear sky,01n,stations,309.47,309.37,308.02,309.85,1029,37,983,982,7292,2.89,242,17.2,32,1716322264,1,8977,ZA,1716273730,1716282828,7200,4250472,Cape Town,200,0
2.3522,48.8566,800,Clear,clear sky,01n,stations,299.94,296.83,298.14,302.87,987,27,1019,934,1203,4.46,341,18.68,30,1716305078,1,3129,FR,1716317168,1716278712,7200,4798273,Paris,200,0
-46.6333,-23.5505,800,Clear,clear sky,01n,stations,309.35,308.43,307.13,311.55,989,46,1018,921,7780,4.1,41,18.28,41,1716295494,1,7619,BR,1716327362,1716325470,19800,1916175,S�o Paulo,200,0
37.6176,55.7558,800,Clear,clear sky,01n,stations,302.86,300.44,301.18,303.51,992,20,1029,902,8538,2.52,352,4.61,83,1716279808,1,9145,RU,1716295384,1716348136,7200,9446285,Moscow,200,0
151.2093,-33.8688,800,Clear,clear sky,01n,stations,305.1,303.77,304.96,306.01,1027,22,1002,969,8557,4.48,122,1.48,17,1716288473,1,8165,AU,1716286387,1716278836,7200,2028468,Sydney,200,0
2.3522,48.8566,800,Clear,clear sky,01n,stations,295.75,292.05,294.28,297.26,1024,40,981,1022,5707,1.92,242,15.08,71,1716345418,1,8117,FR,1716271999,1716297871,19800,1128409,Paris,200,0
-74.006,40.7128,800,Clear,clear sky,01n,stations,291.33,288.08,288.36,292.09,1002,47,1013,975,6814,0.02,34,10.56,32,1716284113,1,6510,US,1716279379,1716315339,7200,6253294,New York,200,0
31.2357,30.0444,800,Clear,clear sky,01n,stations,296.44,292.95,295.45,298.03,1022,50,1025,977,4259,1.14,25,7.88,13,1716338062,1,7876,EG,1716334191,1716308148,19800,8930035,Cairo,200,0
31.2357,30.0444,800,Clear,clear sky,01n,stations,300.79,296.31,300.19,303.66,1008,38,1016,995,4493,1.48,19,10.68,99,1716349509,1,3305,EG,1716282677,1716316407,19800,9513981,Cairo,200,0
2.3522,48.8566,800,Clear,clear sky,01n,stations,294.2,294.09,292.87,297.1,990,38,1001,920,3564,2.6,272,1.38,28,1716328464,1,9685,FR,1716308983,1716326686,-43200,8349075,Paris,200,0
31.2357,30.0444,800,Clear,clear sky,01n,stations,306.86,303.34,304.76,308.95,983,23,992,957,3705,0.33,275,9.88,8,1716292596,1,4461,EG,1716323653,1716316195,0,5833905,Cairo,200,0
-0.1278,51.5074,800,Clear,clear sky,01n,stations,293.43,292.76,291.52,294.66,988,26,1000,1016,9290,3.73,132,18.44,98,1716275584,1,3694,GB,1716310537,1716306128,0,7351125,London,200,0
37.6176,55.7558,800,Clear,clear sky,01n,stations,302.44,299.02,299.89,303.26,1017,20,1028,988,3932,0.74,260,18.59,7,1716301706,1,7760,RU,1716329413,1716283182,-25200,2748139,Moscow,200,0
-46.6333,-23.5505,800,Clear,clear sky,01n,stations,290.94,289.14,289.89,291.66,1015,32,1003,1025,6214,3.93,336,13.46,79,1716319880,1,7999,BR,1716265160,1716307514,-25200,3046081,S�o Paulo,200,0
31.2357,30.0444,800,Clear,clear sky,01n,stations,303.88,303.23,302.5,305.99,1002,25,1011,907,1768,3.65,344,11.66,46,1716338495,1,1060,EG,1716269671,1716333087,19800,5821412,Cairo,200,0
139.6917,35.6895,800,Clear,clear sky,01n,stations,303.48,302.49,301.88,306.23,998,22,999,909,8408,4.22,123,1.17,35,1716339067,1,8991,JP,1716349451,1716305676,-25200,1148752,Tokyo,200,0
151.2093,-33.8688,800,Clear,clear sky,01n,stations,303.12,299.47,300.55,303.15,987,37,984,970,2967,4.39,347,10.58,33,1716309602,1,8279,AU,1716304124,1716282371,0,6391700,Sydney,200,0
18.4241,-33.9249,800,Clear,clear sky,01n,stations,297.77,297.54,297.29,298.67,1028,45,1016,1013,5181,0.69,261,3.53,25,1716324454,1,5569,ZA,1716295957,1716344153,19800,4039797,Cape Town,200,0
18.4241,-33.9249,800,Clear,clear sky,01n,stations,308.58,305.48,307.47,309.54,1005,49,985,923,4756,0.53,359,0.75,100,1716315840,1,4978,ZA,1716315610,1716308362,0,7872034,Cape Town,200,0
139.6917,35.6895,800,Clear,clear sky,01n,stations,309.75,305.22,307.57,310.11,1009,41,984,955,5128,2.31,273,7.65,56,1716268696,1,8568,JP,1716319095,1716267876,7200,6479107,Tokyo,200,0
-74.006,40.7128,800,Clear,clear sky,01n,stations,301.49,297.88,299.98,301.54,1009,27,1004,1017,3868,4.39,15,17.72,59,1716326088,1,3312,US,1716308056,1716303821,7200,6921904,New York,200,0
-0.1278,51.5074,800,Clear,clear sky,01n,stations,294.26,292.8,292.64,295.73,1016,29,986,962,4732,1.68,359,4.82,100,1716333357,1,5439,GB,1716329022,1716324949,-25200,5484112,London,200,0
151.2093,-33.8688,800,Clear,clear sky,01n,stations,296.67,294.19,294.06,299.3,990,29,1011,1028,6537,2.83,313,9.85,92,1716274610,1,4890,AU,1716282975,1716294245,19800,3449340,Sydney,200,0
2.3522,48.8566,800,Clear,clear sky,01n,stations,299.53,296.68,299.48,301.61,1000,43,989,972,1256,4.28,74,3.02,37,1716335469,1,9883,FR,1716270451,1716268072,7200,4944788,Paris,200,0
72.8777,19.076,800,Clear,clear sky,01n,stations,302.65,300.22,300.13,303.6,984,37,983,1008,1342,1.92,338,3.49,75,1716296733,1,7297,IN,1716271461,1716264228,7200,8334237,Mumbai,200,0
2.3522,48.8566,800,Clear,clear sky,01n,stations,296.47,293.12,295.92,298.96,1003,28,984,995,3325,1.35,131,9.87,92,1716304922,1,2994,FR,1716269091,1716344502,19800,2815357,Paris,200,0
-74.006,40.7128,800,Clear,clear sky,01n,stations,292.67,288.17,292.0,295.29,1018,43,996,1007,7933,3.22,331,15.49,9,1716285011,1,6377,US,1716283435,1716280527,19800,4650009,New York,200,0
-46.6333,-23.5505,800,Clear,clear sky,01n,stations,301.52,300.29,300.55,302.56,1016,41,1013,945,8717,2.2,30,17.68,31,1716323080,1,3642,BR,1716277470,1716268486,0,3673330,S�o Paulo,200,0
151.2093,-33.8688,800,Clear,clear sky,01n,stations,291.37,290.08,289.86,293.01,1023,30,1026,913,6480,2.15,154,1.34,58,1716325743,1,7579,AU,1716293011,1716329357,19800,5490890,Sydney,200,0
139.6917,35.6895,800,Clear,clear sky,01n,stations,297.22,292.58,296.4,299.4,993,46,995,974,4164,2.84,260,14.62,38,1716279892,1,7857,JP,1716301254,1716329282,7200,4327028,Tokyo,200,0
2.3522,48.8566,800,Clear,clear sky,01n,stations,291.62,289.92,289.81,292.33,990,34,1026,969,2951,4.31,95,18.31,87,1716290697,1,5582,FR,1716305069,1716282410,19800,8064096,Paris,200,0
2.3522,48.8566,800,Clear,clear sky,01n,stations,306.1,301.9,305.72,307.43,1018,24,1010,962,5147,4.93,120,13.37,12,1716267848,1,2636,FR,1716344237,1716268692,-25200,7221050,Paris,200,0
139.6917,35.6895,800,Clear,clear sky,01n,stations,309.77,307.9,308.02,310.47,1023,20,1000,941,4909,0.44,226,1.82,44,1716337781,1,8790,JP,1716345704,1716287839,19800,4217898,Tokyo,200,0
18.4241,-33.9249,800,Clear,clear sky,01n,stations,307.83,306.16,306.48,309.98,1014,44,1017,985,4157,3.46,51,9.62,45,1716289537,1,5554,ZA,1716309523,1716319930,19800,3661277,Cape Town,200,0
18.4241,-33.9249,800,Clear,clear sky,01n,stations,309.18,306.11,306.76,310.1,982,35,1001,904,3097,1.97,253,12.97,91,1716275503,1,3964,ZA,1716322355,1716285411,19800,7855918,Cape Town,200,0
-46.6333,-23.5505,800,Clear,clear sky,01n,stations,297.54,296.89,296.52,300.42,993,40,982,927,3336,1.83,115,13.93,20,1716326964,1,8713,BR,1716276495,1716272708,-25200,4202025,S�o Paulo,200,0
2.3522,48.8566,800,Clear,clear sky,01n,stations,309.61,307.54,306.79,311.71,1001,33,1004,926,3671,0.52,45,5.37,70,1716278369,1,2054,FR,1716272859,1716300548,7200,7874723,Paris,200,0
37.6176,55.7558,800,Clear,clear sky,01n,stations,300.99,298.04,298.04,301.19,1014,38,984,1017,2337,3.23,212,5.54,61,1716291241,1,2094,RU,1716270543,1716335906,-25200,3890838,Moscow,200,0
-46.6333,-23.5505,800,Clear,clear sky,01n,stations,293.83,292.26,291.89,295.52,983,30,998,1002,9683,3.98,18,10.43,80,1716331530,1,1903,BR,1716268032,1716292037,-43200,2142829,S�o Paulo,200,0
72.8777,19.076,800,Clear,clear sky,01n,stations,291.95,290.65,291.27,292.2,1004,48,1027,944,4210,1.09,174,8.08,91,1716308750,1,5972,IN,1716309170,1716311951,-25200,1420626,Mumbai,200,0
151.2093,-33.8688,800,Clear,clear sky,01n,stations,304.94,304.17,303.74,306.65,1001,44,1027,931,8479,2.14,48,8.55,24,1716302666,1,1205,AU,1716327423,1716326718,19800,8757055,Sydney,200,0
37.6176,55.7558,800,Clear,clear sky,01n,stations,305.69,304.21,303.19,306.61,1002,43,983,945,4467,1.65,122,14.54,69,1716324816,1,3011,RU,1716288663,1716334199,19800,7555070,Moscow,200,0
37.6176,55.7558,800,Clear,clear sky,01n,stations,291.78,288.64,290.91,293.28,1027,41,1000,1003,5385,1.26,47,17.87,59,1716345008,1,2030,RU,1716276346,1716298878,-25200,4469009,Moscow,200,0
151.2093,-33.8688,800,Clear,clear sky,01n,stations,307.38,303.26,306.14,309.03,1000,50,1009,1020,6330,4.54,182,12.24,87,1716304949,1,4295,AU,1716309343,1716287512,-43200,6562537,Sydney,200,0
37.6176,55.7558,800,Clear,clear sky,01n,stations,296.48,294.12,295.48,298.15,996,49,1029,1008,7029,4.96,345,12.94,87,1716321115,1,4253,RU,1716337996,1716282319,19800,5530609,Moscow,200,0
18.4241,-33.9249,800,Clear,clear sky,01n,stations,298.54,296.08,296.38,298.81,1015,33,990,1009,5607,3.72,285,13.08,23,1716284474,1,4001,ZA,1716335241,1716299118,19800,9091202,Cape Town,200,0
2.3522,48.8566,800,Clear,clear sky,01n,stations,304.73,301.52,302.15,305.48,986,50,989,1030,3849,1.53,271,5.96,81,1716335333,1,3309,FR,1716314004,1716269003,-43200,5870486,Paris,200,0
139.6917,35.6895,800,Clear,clear sky,01n,stations,301.32,300.58,300.7,302.97,1030,25,1020,972,3701,4.67,243,10.71,6,1716319054,1,8103,JP,1716281530,1716265731,-43200,8648956,Tokyo,200,0
-74.006,40.7128,800,Clear,clear sky,01n,stations,297.68,297.06,295.51,299.77,1012,22,1004,914,3502,3.94,198,6.68,27,1716304896,1,3823,US,1716302035,1716323440,-25200,5338329,New York,200,0
-74.006,40.7128,800,Clear,clear sky,01n,stations,303.13,299.12,302.6,303.8,1012,26,1007,948,1838,3.24,174,4.87,73,1716291316,1,2439,US,1716291882,1716268924,7200,9419913,New York,200,0
151.2093,-33.8688,800,Clear,clear sky,01n,stations,297.58,292.89,296.73,299.46,1004,40,1015,949,6068,4.72,158,16.33,92,1716325447,1,5101,AU,1716318957,1716343486,19800,7178976,Sydney,200,0
151.2093,-33.8688,800,Clear,clear sky,01n,stations,295.55,292.81,295.2,297.2,1013,33,999,944,2059,0.35,20,13.92,44,1716269851,1,8278,AU,1716318371,1716349605,-25200,8213483,Sydney,200,0
37.6176,55.7558,800,Clear,clear sky,01n,stations,300.19,297.02,298.04,302.7,1018,35,1001,962,5363,2.41,105,14.93,40,1716271842,1,6894,RU,1716319729,1716295279,7200,9903755,Moscow,200,0
-74.006,40.7128,800,Clear,clear sky,01n,stations,299.35,296.81,298.05,301.12,1000,39,991,959,1560,1.68,201,16.15,65,1716342104,1,6073,US,1716333424,1716303329,-25200,5575017,New York,200,0
72.8777,19.076,800,Clear,clear sky,01n,stations,299.29,297.88,297.99,300.97,1007,21,1005,997,8968,0.7,109,7.5,28,1716271686,1,8005,IN,1716300525,1716327371,-25200,2832548,Mumbai,200,0
-74.006,40.7128,800,Clear,clear sky,01n,stations,306.06,304.57,305.12,307.45,997,25,1009,1004,4134,4.19,196,2.12,40,1716289202,1,7940,US,1716333281,1716289047,0,9581666,New York,200,0
18.4241,-33.9249,800,Clear,clear sky,01n,stations,296.3,294.07,295.92,296.51,1026,49,1002,978,6743,4.93,83,0.38,100,1716331806,1,8023,ZA,1716268565,1716349481,-43200,3702458,Cape Town,200,0
-0.1278,51.5074,800,Clear,clear sky,01n,stations,304.09,300.13,301.31,306.09,986,26,999,904,4939,4.63,29,1.54,44,1716305021,1,2409,GB,1716308397,1716320308,19800,8260179,London,200,0
37.6176,55.7558,800,Clear,clear sky,01n,stations,306.72,306.65,306.28,309.12,990,37,1005,991,9780,3.54,200,8.59,56,1716288924,1,2962,RU,1716323686,1716317044,-25200,1776447,Moscow,200,0
151.2093,-33.8688,800,Clear,clear sky,01n,stations,303.87,302.38,303.29,304.98,1029,24,1003,993,9836,1.4,129,10.71,4,1716284827,1,1445,AU,1716340487,1716344404,7200,4979246,Sydney,200,0
151.2093,-33.8688,800,Clear,clear sky,01n,stations,309.53,305.2,308.86,310.34,1027,29,985,984,5247,2.33,233,15.66,8,1716293249,1,5438,AU,1716347558,1716296546,-43200,5910292,Sydney,200,0
-0.1278,51.5074,800,Clear,clear sky,01n,stations,298.58,298.36,297.12,300.92,984,43,984,953,2789,4.21,94,15.96,45,1716294007,1,9704,GB,1716310934,1716319655,0,1940126,London,200,0
31.2357,30.0444,800,Clear,clear sky,01n,stations,292.98,289.79,292.59,294.16,988,22,1021,928,7613,4.84,151,1.43,2,1716336484,1,5878,EG,1716306594,1716290487,0,8893759,Cairo,200,0
151.2093,-33.8688,800,Clear,clear sky,01n,stations,305.52,303.17,302.64,307.79,1004,31,1000,951,1640,0.46,147,4.69,53,1716317340,1,8171,AU,1716307544,1716344118,-25200,9722412,Sydney,200,0
-74.006,40.7128,800,Clear,clear sky,01n,stations,293.37,288.88,292.16,294.18,1024,47,984,940,2740,1.29,68,7.87,9,1716291457,1,6719,US,1716292839,1716321975,0,6355050,New York,200,0
-46.6333,-23.5505,800,Clear,clear sky,01n,stations,307.64,302.73,306.68,310.6,999,24,989,983,5213,3.21,14,15.99,41,1716275036,1,7508,BR,1716287815,1716289320,-25200,9553941,S�o Paulo,200,0
-0.1278,51.5074,800,Clear,clear sky,01n,stations,299.47,295.81,298.0,301.58,994,43,1030,1028,6045,2.7,40,6.14,45,1716330157,1,5061,GB,1716345218,1716309254,-25200,3864899,London,200,0
139.6917,35.6895,800,Clear,clear sky,01n,stations,306.21,305.42,303.8,306.5,1022,43,1023,976,8280,4.96,207,0.99,2,1716289008,1,8298,JP,1716312602,1716312679,-43200,5201018,Tokyo,200,0
72.8777,19.076,800,Clear,clear sky,01n,stations,303.65,299.46,300.81,306.27,1008,29,1007,999,1215,2.73,51,11.41,15,1716346664,1,5006,IN,1716299013,1716316929,-43200,9079043,Mumbai,200,0
37.6176,55.7558,800,Clear,clear sky,01n,stations,309.6,306.75,307.91,311.69,1016,35,1005,979,5889,4.21,59,8.6,58,1716343660,1,7484,RU,1716303344,1716326039,7200,7188399,Moscow,200,0
37.6176,55.7558,800,Clear,clear sky,01n,stations,291.49,287.53,289.19,292.61,1021,39,1006,1022,3832,3.47,27,12.73,93,1716284108,1,9823,RU,1716348590,1716310497,-43200,1117178,Moscow,200,0
37.6176,55.7558,800,Clear,clear sky,01n,stations,309.02,304.86,308.0,311.68,997,28,1007,983,8242,2.84,152,1.08,94,1716348181,1,7232,RU,1716304619,1716310400,19800,9312504,Moscow,200,0
-74.006,40.7128,800,Clear,clear sky,01n,stations,302.46,299.48,301.36,302.59,1024,39,988,965,1391,0.53,148,18.75,33,1716346037,1,3709,US,1716334968,1716281566,-25200,6485758,New York,200,0
31.2357,30.0444,800,Clear,clear sky,01n,stations,308.4,304.65,307.06,308.72,994,42,1026,967,2606,0.9,288,10.24,33,1716270673,1,4588,EG,1716311844,1716341640,-25200,9674336,Cairo,200,0
18.4241,-33.9249,800,Clear,clear sky,01n,stations,305.61,302.22,303.42,307.29,980,43,1005,952,1076,2.85,211,9.02,16,1716327932,1,2116,ZA,1716298276,1716349120,19800,9363694,Cape Town,200,0
37.6176,55.7558,800,Clear,clear sky,01n,stations,293.27,290.35,290.81,294.04,989,49,1002,918,1824,2.45,322,0.32,16,1716266468,1,4026,RU,1716287240,1716283828,-25200,4111687,Moscow,200,0
72.8777,19.076,800,Clear,clear sky,01n,stations,294.45,289.86,292.27,295.66,1025,43,991,939,2427,3.36,198,1.65,66,1716294899,1,3960,IN,1716326649,1716308551,0,1886017,Mumbai,200,0
72.8777,19.076,800,Clear,clear sky,01n,stations,293.05,291.04,292.27,294.88,1001,46,1001,1025,7029,4.89,60,7.75,12,1716290687,1,1821,IN,1716326615,1716314724,-25200,3666354,Mumbai,200,0
18.4241,-33.9249,800,Clear,clear sky,01n,stations,309.45,308.17,307.4,310.82,1004,42,1028,922,1943,4.08,229,11.94,36,1716293860,1,4291,ZA,1716339150,1716341264,19800,6397677,Cape Town,200,0
-46.6333,-23.5505,800,Clear,clear sky,01n,stations,304.5,302.4,303.23,305.86,1030,47,1001,944,6339,1.05,278,15.55,7,1716285845,1,6944,BR,1716289682,1716291896,0,8055968,S�o Paulo,200,0
31.2357,30.0444,800,Clear,clear sky,01n,stations,293.89,292.57,293.02,294.12,984,36,987,1017,1088,2.48,308,2.46,62,1716286458,1,6974,EG,1716280223,1716298825,0,1318437,Cairo,200,0
18.4241,-33.9249,800,Clear,clear sky,01n,stations,291.65,286.93,290.49,294.54,986,44,1021,935,5966,4.08,155,3.64,16,1716330384,1,2630,ZA,1716272824,1716311292,7200,7327494,Cape Town,200,0
2.3522,48.8566,800,Clear,clear sky,01n,stations,307.23,306.38,305.43,309.0,1011,41,983,940,7035,2.92,333,4.08,1,1716318434,1,9584,FR,1716309290,1716339246,-25200,2194870,Paris,200,0
139.6917,35.6895,800,Clear,clear sky,01n,stations,304.19,300.5,301.57,305.6,981,49,1017,994,4060,2.38,62,1.14,34,1716308368,1,2121,JP,1716313582,1716318113,-43200,3572082,Tokyo,200,0
72.8777,19.076,800,Clear,clear sky,01n,stations,300.52,296.3,299.27,301.07,984,47,1000,959,9387,4.56,198,14.14,99,1716265275,1,8266,IN,1716276309,1716348797,-43200,3098129,Mumbai,200,0
151.2093,-33.8688,800,Clear,clear sky,01n,stations,295.62,294.47,294.84,297.88,1004,38,986,935,1719,2.97,259,6.23,90,1716285258,1,4854,AU,1716329247,1716264079,-43200,3854156,Sydney,200,0
139.6917,35.6895,800,Clear,clear sky,01n,stations,292.81,288.1,291.14,295.23,1014,47,998,952,1633,3.66,348,4.02,45,1716274754,1,8377,JP,1716314737,1716267716,7200,7028293,Tokyo,200,0
-46.6333,-23.5505,800,Clear,clear sky,01n,stations,300.03,296.81,298.71,301.44,993,31,999,990,7355,0.34,206,14.67,79,1716318519,1,7470,BR,1716293433,1716320330,7200,2692815,S�o Paulo,200,0
72.8777,19.076,800,Clear,clear sky,01n,stations,304.47,303.99,301.79,305.64,999,44,1001,947,4418,3.54,338,17.73,56,1716332999,1,6304,IN,1716284691,1716322055,19800,1667876,Mumbai,200,0
18.4241,-33.9249,800,Clear,clear sky,01n,stations,292.87,288.14,292.52,294.66,1025,36,980,919,4726,4.05,318,13.16,69,1716266141,1,5460,ZA,1716309684,1716264732,-43200,9916808,Cape Town,200,0
72.8777,19.076,800,Clear,clear sky,01n,stations,303.33,299.52,301.66,304.05,983,37,1028,913,6140,0.91,88,3.0,33,1716287020,1,6912,IN,1716327966,1716317855,7200,8132253,Mumbai,200,0
18.4241,-33.9249,800,Clear,clear sky,01n,stations,305.69,303.95,302.97,306.82,1028,29,991,909,3279,4.41,230,4.05,41,1716346024,1,5366,ZA,1716286559,1716319676,19800,1567823,Cape Town,200,0
31.2357,30.0444,800,Clear,clear sky,01n,stations,305.33,304.38,305.03,306.44,1008,45,983,994,3951,0.9,344,13.16,71,1716311854,1,9337,EG,1716272217,1716286287,7200,9871056,Cairo,200,0
139.6917,35.6895,800,Clear,clear sky,01n,stations,304.86,303.76,304.28,307.81,1017,38,1026,1020,6937,4.72,192,14.28,79,1716267009,1,8440,JP,1716308842,1716271923,-43200,6198768,Tokyo,200,0
-46.6333,-23.5505,800,Clear,clear sky,01n,stations,301.34,298.52,299.95,301.84,990,30,994,1000,2200,0.41,330,11.06,63,1716278610,1,5447,BR,1716313272,1716345287,0,8984319,S�o Paulo,200,0
72.8777,19.076,800,Clear,clear sky,01n,stations,296.59,291.6,295.09,297.47,1011,32,1015,924,7428,0.97,214,19.64,80,1716306190,1,9513,IN,1716287938,1716293316,-25200,1553822,Mumbai,200,0
18.4241,-33.9249,800,Clear,clear sky,01n,stations,301.74,297.06,301.04,302.12,1003,24,987,1009,2622,0.82,282,3.47,48,1716272236,1,1061,ZA,1716311522,1716271831,0,3390146,Cape Town,200,0
18.4241,-33.9249,800,Clear,clear sky,01n,stations,295.44,293.89,293.64,298.18,1026,36,1004,902,8128,2.43,230,15.77,40,1716333639,1,5071,ZA,1716280955,1716322780,-25200,4631583,Cape Town,200,0
-74.006,40.7128,800,Clear,clear sky,01n,stations,302.57,298.66,302.18,304.09,1016,34,1004,976,3362,4.31,272,14.66,22,1716281846,1,9632,US,1716330320,1716343892,-43200,4055518,New York,200,0
-0.1278,51.5074,800,Clear,clear sky,01n,stations,295.85,291.3,293.23,298.58,1025,32,1014,901,8007,2.95,46,1.88,91,1716318726,1,8486,GB,1716315918,1716327644,7200,9612147,London,200,0
72.8777,19.076,800,Clear,clear sky,01n,stations,309.38,306.28,306.79,311.77,1001,40,1025,913,2889,0.38,264,1.44,21,1716319788,1,3041,IN,1716289998,1716287097,7200,1315350,Mumbai,200,0
72.8777,19.076,800,Clear,clear sky,01n,stations,306.61,305.26,305.99,307.01,987,22,1009,951,2524,4.06,121,12.61,36,1716263372,1,8302,IN,1716292296,1716343940,0,5068700,Mumbai,200,0
37.6176,55.7558,800,Clear,clear sky,01n,stations,290.4,285.43,290.14,290.8,998,44,982,922,8919,1.19,353,7.2,50,1716305893,1,5773,RU,1716266884,1716313809,19800,2032287,Moscow,200,0
72.8777,19.076,800,Clear,clear sky,01n,stations,295.16,294.51,292.65,297.78,1007,30,990,969,7178,3.4,345,3.64,66,1716296964,1,8882,IN,1716303289,1716311028,-25200,9064305,Mumbai,200,0
139.6917,35.6895,800,Clear,clear sky,01n,stations,294.94,294.03,293.75,296.1,982,40,1011,905,7817,3.15,231,5.6,73,1716272886,1,2310,JP,1716344106,1716347969,0,3890560,Tokyo,200,0
72.8777,19.076,800,Clear,clear sky,01n,stations,298.97,294.01,298.18,301.76,984,46,1000,1027,9078,4.68,346,1.55,16,1716341136,1,3610,IN,1716287436,1716296773,7200,9614674,Mumbai,200,0
139.6917,35.6895,800,Clear,clear sky,01n,stations,303.19,300.95,300.34,305.15,1021,41,1009,969,8278,3.54,360,13.07,84,1716282598,1,5570,JP,1716287296,1716340780,7200,6981850,Tokyo,200,0
151.2093,-33.8688,800,Clear,clear sky,01n,stations,294.25,292.71,292.26,294.45,990,37,1010,950,7755,0.85,15,11.27,69,1716318999,1,3781,AU,1716334594,1716291905,7200,6909828,Sydney,200,0
-74.006,40.7128,800,Clear,clear sky,01n,stations,297.94,294.01,297.84,299.22,983,36,988,949,6594,4.2,35,0.45,15,1716311993,1,9330,US,1716340981,1716300758,0,6664359,New York,200,0
-74.006,40.7128,800,Clear,clear sky,01n,stations,291.0,286.55,288.02,292.59,993,41,1023,909,1219,4.61,110,19.39,75,1716327864,1,7525,US,1716314033,1716299602,-25200,3236258,New York,200,0
139.6917,35.6895,800,Clear,clear sky,01n,stations,306.71,305.24,306.36,307.72,1019,40,993,940,5959,2.36,160,7.92,6,1716326306,1,9125,JP,1716275599,1716275967,-43200,1692121,Tokyo,200,0
-74.006,40.7128,800,Clear,clear sky,01n,stations,304.08,302.2,302.71,306.61,981,43,998,913,4454,1.93,98,2.24,41,1716327947,1,2953,US,1716288191,1716339530,19800,9013800,New York,200,0
